shape,group,category,quality,old_name,new_name,source_path,source_grid,source_cell,file_path,new_file_path
lines,AI simple Anti AI,Nearly Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__02_15.png,03_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/02_15.png,2,15,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_high__02_15.png,newData/lines/AI simple Anti AI/Nearly Perfect/03_2880x2880_high.png
lines,AI simple Anti AI,Nearly Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__02_22.png,04_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/02_22.png,2,22,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_high__02_22.png,newData/lines/AI simple Anti AI/Nearly Perfect/04_2880x2880_high.png
lines,AI simple Anti AI,Nearly Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__01_06.png,05_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/01_06.png,1,6,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_medium__01_06.png,newData/lines/AI simple Anti AI/Nearly Perfect/05_2880x2880_medium.png
lines,AI simple Anti AI,Nearly Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__01_35.png,06_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/01_35.png,1,35,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_medium__01_35.png,newData/lines/AI simple Anti AI/Nearly Perfect/06_2880x2880_medium.png
lines,AI simple Anti AI,Nearly Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__02_11.png,07_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/02_11.png,2,11,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_medium__02_11.png,newData/lines/AI simple Anti AI/Nearly Perfect/07_2880x2880_medium.png
lines,AI simple Anti AI,Nearly Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__02_17.png,08_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/02_17.png,2,17,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_medium__02_17.png,newData/lines/AI simple Anti AI/Nearly Perfect/08_2880x2880_medium.png
lines,AI simple Anti AI,Nearly Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__02_21.png,09_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/02_21.png,2,21,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_medium__02_21.png,newData/lines/AI simple Anti AI/Nearly Perfect/09_2880x2880_medium.png
lines,AI simple Anti AI,Nearly Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__03_08.png,10_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/03_08.png,3,8,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_medium__03_08.png,newData/lines/AI simple Anti AI/Nearly Perfect/10_2880x2880_medium.png
lines,AI simple Anti AI,Nearly Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__03_12.png,11_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/03_12.png,3,12,newData/lines/AI simple Anti AI/Nearly Perfect/round1-lines_cropped_padded__line-final-6x6_medium__03_12.png,newData/lines/AI simple Anti AI/Nearly Perfect/11_2880x2880_medium.png
lines,AI simple Anti AI,Not usable,high,round1-lines_cropped_padded__line-final-6x6_high__03_08.png,01_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/03_08.png,3,8,newData/lines/AI simple Anti AI/Not usable/round1-lines_cropped_padded__line-final-6x6_high__03_08.png,newData/lines/AI simple Anti AI/Not usable/01_2880x2880_high.png
lines,AI simple Anti AI,Not usable,high,round1-lines_cropped_padded__line-final-6x6_high__03_34.png,02_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/03_34.png,3,34,newData/lines/AI simple Anti AI/Not usable/round1-lines_cropped_padded__line-final-6x6_high__03_34.png,newData/lines/AI simple Anti AI/Not usable/02_2880x2880_high.png
lines,AI simple Anti AI,Not usable,high,round1-lines_cropped_padded__line-final-6x6_high__04_09.png,03_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/04_09.png,4,9,newData/lines/AI simple Anti AI/Not usable/round1-lines_cropped_padded__line-final-6x6_high__04_09.png,newData/lines/AI simple Anti AI/Not usable/03_2880x2880_high.png
lines,AI simple Anti AI,Not usable,high,round1-lines_cropped_padded__line-final-6x6_high__04_17.png,04_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/04_17.png,4,17,newData/lines/AI simple Anti AI/Not usable/round1-lines_cropped_padded__line-final-6x6_high__04_17.png,newData/lines/AI simple Anti AI/Not usable/04_2880x2880_high.png
lines,AI simple Anti AI,Not usable,high,round1-lines_cropped_padded__line-final-6x6_high__04_27.png,05_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/04_27.png,4,27,newData/lines/AI simple Anti AI/Not usable/round1-lines_cropped_padded__line-final-6x6_high__04_27.png,newData/lines/AI simple Anti AI/Not usable/05_2880x2880_high.png
lines,AI simple Anti AI,Passable,high,round1-lines_cropped_padded__line-final-6x6_high__01_10.png,01_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_10.png,1,10,newData/lines/AI simple Anti AI/Passable/round1-lines_cropped_padded__line-final-6x6_high__01_10.png,newData/lines/AI simple Anti AI/Passable/01_2880x2880_high.png
lines,AI simple Anti AI,Passable,high,round1-lines_cropped_padded__line-final-6x6_high__03_23.png,02_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/03_23.png,3,23,newData/lines/AI simple Anti AI/Passable/round1-lines_cropped_padded__line-final-6x6_high__03_23.png,newData/lines/AI simple Anti AI/Passable/02_2880x2880_high.png
lines,AI simple Anti AI,Passable,high,round1-lines_cropped_padded__line-final-6x6_high__03_29.png,03_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/03_29.png,3,29,newData/lines/AI simple Anti AI/Passable/round1-lines_cropped_padded__line-final-6x6_high__03_29.png,newData/lines/AI simple Anti AI/Passable/03_2880x2880_high.png
lines,AI simple Anti AI,Passable,high,round1-lines_cropped_padded__line-final-6x6_high__04_11.png,04_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/04_11.png,4,11,newData/lines/AI simple Anti AI/Passable/round1-lines_cropped_padded__line-final-6x6_high__04_11.png,newData/lines/AI simple Anti AI/Passable/04_2880x2880_high.png
lines,AI simple Anti AI,Passable,medium,round1-lines_cropped_padded__line-final-6x6_medium__04_04.png,05_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/04_04.png,4,4,newData/lines/AI simple Anti AI/Passable/round1-lines_cropped_padded__line-final-6x6_medium__04_04.png,newData/lines/AI simple Anti AI/Passable/05_2880x2880_medium.png
lines,AI simple Anti AI,Passable,medium,round1-lines_cropped_padded__line-final-6x6_medium__04_18.png,06_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/04_18.png,4,18,newData/lines/AI simple Anti AI/Passable/round1-lines_cropped_padded__line-final-6x6_medium__04_18.png,newData/lines/AI simple Anti AI/Passable/06_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__01_01.png,01_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_01.png,1,1,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__01_01.png,newData/lines/AI simple Anti AI/Perfect/01_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__01_02.png,02_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_02.png,1,2,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__01_02.png,newData/lines/AI simple Anti AI/Perfect/02_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__01_03.png,03_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_03.png,1,3,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__01_03.png,newData/lines/AI simple Anti AI/Perfect/03_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__01_08.png,04_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_08.png,1,8,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__01_08.png,newData/lines/AI simple Anti AI/Perfect/04_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__01_12.png,05_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_12.png,1,12,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__01_12.png,newData/lines/AI simple Anti AI/Perfect/05_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__01_13.png,06_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/01_13.png,1,13,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__01_13.png,newData/lines/AI simple Anti AI/Perfect/06_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__02_01.png,07_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/02_01.png,2,1,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__02_01.png,newData/lines/AI simple Anti AI/Perfect/07_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__02_02.png,08_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/02_02.png,2,2,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__02_02.png,newData/lines/AI simple Anti AI/Perfect/08_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__02_12.png,09_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/02_12.png,2,12,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__02_12.png,newData/lines/AI simple Anti AI/Perfect/09_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__02_16.png,10_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/02_16.png,2,16,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__02_16.png,newData/lines/AI simple Anti AI/Perfect/10_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__02_19.png,11_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/02_19.png,2,19,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__02_19.png,newData/lines/AI simple Anti AI/Perfect/11_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__03_04.png,12_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/03_04.png,3,4,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__03_04.png,newData/lines/AI simple Anti AI/Perfect/12_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__03_05.png,13_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/03_05.png,3,5,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__03_05.png,newData/lines/AI simple Anti AI/Perfect/13_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__03_20.png,14_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/03_20.png,3,20,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__03_20.png,newData/lines/AI simple Anti AI/Perfect/14_2880x2880_high.png
lines,AI simple Anti AI,Perfect,high,round1-lines_cropped_padded__line-final-6x6_high__04_33.png,15_2880x2880_high.png,round1-lines_cropped_padded/line-final-6x6_high/04_33.png,4,33,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_high__04_33.png,newData/lines/AI simple Anti AI/Perfect/15_2880x2880_high.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__01_02.png,16_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/01_02.png,1,2,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__01_02.png,newData/lines/AI simple Anti AI/Perfect/16_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__01_03.png,17_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/01_03.png,1,3,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__01_03.png,newData/lines/AI simple Anti AI/Perfect/17_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__01_04.png,18_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/01_04.png,1,4,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__01_04.png,newData/lines/AI simple Anti AI/Perfect/18_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__01_08.png,19_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/01_08.png,1,8,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__01_08.png,newData/lines/AI simple Anti AI/Perfect/19_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__01_11.png,20_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/01_11.png,1,11,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__01_11.png,newData/lines/AI simple Anti AI/Perfect/20_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__02_19.png,21_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/02_19.png,2,19,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__02_19.png,newData/lines/AI simple Anti AI/Perfect/21_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__03_02.png,22_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/03_02.png,3,2,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__03_02.png,newData/lines/AI simple Anti AI/Perfect/22_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__03_03.png,23_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/03_03.png,3,3,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__03_03.png,newData/lines/AI simple Anti AI/Perfect/23_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__03_04.png,24_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/03_04.png,3,4,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__03_04.png,newData/lines/AI simple Anti AI/Perfect/24_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__03_07.png,25_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/03_07.png,3,7,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__03_07.png,newData/lines/AI simple Anti AI/Perfect/25_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__03_11.png,26_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/03_11.png,3,11,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__03_11.png,newData/lines/AI simple Anti AI/Perfect/26_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__03_28.png,27_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/03_28.png,3,28,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__03_28.png,newData/lines/AI simple Anti AI/Perfect/27_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__04_02.png,28_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/04_02.png,4,2,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__04_02.png,newData/lines/AI simple Anti AI/Perfect/28_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__04_03.png,29_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/04_03.png,4,3,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__04_03.png,newData/lines/AI simple Anti AI/Perfect/29_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__04_05.png,30_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/04_05.png,4,5,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__04_05.png,newData/lines/AI simple Anti AI/Perfect/30_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__04_06.png,31_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/04_06.png,4,6,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__04_06.png,newData/lines/AI simple Anti AI/Perfect/31_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__04_15.png,32_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/04_15.png,4,15,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__04_15.png,newData/lines/AI simple Anti AI/Perfect/32_2880x2880_medium.png
lines,AI simple Anti AI,Perfect,medium,round1-lines_cropped_padded__line-final-6x6_medium__04_34.png,33_2880x2880_medium.png,round1-lines_cropped_padded/line-final-6x6_medium/04_34.png,4,34,newData/lines/AI simple Anti AI/Perfect/round1-lines_cropped_padded__line-final-6x6_medium__04_34.png,newData/lines/AI simple Anti AI/Perfect/33_2880x2880_medium.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_08.png,10_08_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_08.png,10,8,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_08.png,newData/lines/AI Many/Nearly Perfect/10_08_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_11.png,10_11_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_11.png,10,11,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_11.png,newData/lines/AI Many/Nearly Perfect/10_11_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_12.png,10_12_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_12.png,10,12,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_12.png,newData/lines/AI Many/Nearly Perfect/10_12_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_17.png,10_17_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_17.png,10,17,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_17.png,newData/lines/AI Many/Nearly Perfect/10_17_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_22.png,10_22_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_22.png,10,22,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_22.png,newData/lines/AI Many/Nearly Perfect/10_22_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_28.png,10_28_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_28.png,10,28,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_28.png,newData/lines/AI Many/Nearly Perfect/10_28_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_01.png,1_01_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_01.png,1,1,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_01.png,newData/lines/AI Many/Nearly Perfect/1_01_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_05.png,1_05_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_05.png,1,5,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_05.png,newData/lines/AI Many/Nearly Perfect/1_05_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_06.png,1_06_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_06.png,1,6,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_06.png,newData/lines/AI Many/Nearly Perfect/1_06_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_15.png,1_15_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_15.png,1,15,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_15.png,newData/lines/AI Many/Nearly Perfect/1_15_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_17.png,1_17_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_17.png,1,17,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_17.png,newData/lines/AI Many/Nearly Perfect/1_17_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_29.png,1_29_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_29.png,1,29,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_29.png,newData/lines/AI Many/Nearly Perfect/1_29_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_34.png,1_34_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_34.png,1,34,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_34.png,newData/lines/AI Many/Nearly Perfect/1_34_high.png
lines,AI Many,Nearly Perfect,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_35.png,1_35_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_1_35.png,1,35,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_high__01_1_35.png,newData/lines/AI Many/Nearly Perfect/1_35_high.png
lines,AI Many,Nearly Perfect,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_07.png,10_07_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_07.png,10,7,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_07.png,newData/lines/AI Many/Nearly Perfect/10_07_medium.png
lines,AI Many,Nearly Perfect,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_09.png,10_09_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_09.png,10,9,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_09.png,newData/lines/AI Many/Nearly Perfect/10_09_medium.png
lines,AI Many,Nearly Perfect,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_10.png,10_10_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_10.png,10,10,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_10.png,newData/lines/AI Many/Nearly Perfect/10_10_medium.png
lines,AI Many,Nearly Perfect,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_21.png,10_21_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_10_21.png,10,21,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_10_21.png,newData/lines/AI Many/Nearly Perfect/10_21_medium.png
lines,AI Many,Nearly Perfect,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_14.png,2_14_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_14.png,2,14,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_14.png,newData/lines/AI Many/Nearly Perfect/2_14_medium.png
lines,AI Many,Nearly Perfect,medium,round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_16.png,2_16_medium.png,round1-lines_10v_cropped_padded/line-final-6x6_medium/01_2_16.png,2,16,newData/lines/AI Many/Nearly Perfect/round1-lines_10v_cropped_padded__line-final-6x6_medium__01_2_16.png,newData/lines/AI Many/Nearly Perfect/2_16_medium.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_06.png,10_06_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_06.png,10,6,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_06.png,newData/lines/AI Many/Needs significant improvement/10_06_high.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_09.png,10_09_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_09.png,10,9,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_09.png,newData/lines/AI Many/Needs significant improvement/10_09_high.png
lines,AI Many,Needs significant improvement,high,round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_31.png,10_31_high.png,round1-lines_10v_cropped_padded/line-final-6x6_high/01_10_31.png,10,31,newData/lines/AI Many/Needs significant improvement/round1-lines_10v_cropped_padded__line-final-6x6_high__01_10_31.png,newData/lines/AI Many/Needs significant improvement/10_31_high.png
